gear_ID,gear_Tier,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,picture,crafting_Part1_ID,crafting_Part1_Count,crafting_Part2_ID,crafting_Part2_Count,crafting_Part3_ID,crafting_Part3_Count,crafting_Cost,
T15_Skill_Damage,15,0,66,0,5,0,0,0,0,0,0,0,0,Gear_Skill_Damage4,Orange_Skill_Mat,10,Orange_Skill_Damage_Mat,15,Orange_Skill_Mat_A2,1,1500,
T16_Skill_Damage,16,0,67,0,5,0,0,0,0,0,0,0,0,Gear_Skill_Damage1,,0,,0,,0,100000,
T17_Skill_Damage,17,0,71,0,5,0,0,0,0,0,0,0,0,Gear_Skill_Damage2,,0,,0,,0,100000,
T18_Skill_Damage,18,0,73,0,4,0,0,0,0,0,0,0,0,Gear_Skill_Damage3,,0,,0,,0,100000,
T19_Skill_Damage,19,0,76,0,4,0,0,0,0,0,0,0,0,Gear_Skill_Damage4,,0,,0,,0,100000,
T20_Skill_Damage,20,0,79,0,4,0,0,0,0,0,0,0,0,Gear_Skill_Damage1,,0,,0,,0,100000,
T1_Skill_Armor,1,8,0,15,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor1,,0,,0,,0,100000,
T2_Skill_Armor,2,22,0,25,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor2,Green_Skill_Mat,1,Green_Armor_Mat,1,,0,1100,
T3_Skill_Armor,3,32,0,40,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor3,Green_Skill_Mat,1,Green_Armor_Mat,1,Green_Skill_Mat_b2,1,1900,
T4_Skill_Armor,4,56,0,65,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor1,Blue_Skill_Mat,1,Blue_Skill_Armor_Mat,1,,0,2200,
T5_Skill_Armor,5,60,0,70,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor2,Blue_Skill_Mat,1,Blue_Skill_Armor_Mat,2,Blue_Skill_Mat_b3,1,2400,
T6_Skill_Armor,6,75,0,90,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor3,Blue_Skill_Mat,1,Blue_Skill_Armor_Mat,3,Blue_Skill_Mat_A1,1,2800,
T7_Skill_Armor,7,85,0,100,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor4,Blue_Skill_Mat,2,Blue_Skill_Armor_Mat,4,Blue_Skill_Mat_A2,1,3400,
T8_Skill_Armor,8,95,0,110,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor1,Purple_Skill_Mat,1,Purple_Skill_Armor_Mat,1,Purple_Skill_Mat_b3,1,4600,
T9_Skill_Armor,9,100,0,120,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor2,Purple_Skill_Mat,2,Purple_Skill_Armor_Mat,3,Purple_Skill_Mat_b1,1,5800,
T10_Skill_Armor,10,110,0,130,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor3,Purple_Skill_Mat,2,Purple_Skill_Armor_Mat,5,Purple_Skill_Mat_A1,1,7300,
T11_Skill_Armor,11,120,0,140,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor4,Purple_Skill_Mat,2,Purple_Skill_Armor_Mat,7,Purple_Skill_Mat_A2,1,9200,
T12_Skill_Armor,12,130,0,150,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor1,Orange_Skill_Mat,2,Orange_Skill_Armor_Mat,2,Orange_Skill_Mat_b3,2,10000,
T13_Skill_Armor,13,22,0,26,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor2,Orange_Skill_Mat,3,Orange_Skill_Armor_Mat,5,Orange_Skill_Mat_b1,1,1300,
T14_Skill_Armor,14,23,0,27,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor3,Orange_Skill_Mat,5,Orange_Skill_Armor_Mat,10,Orange_Skill_Mat_A1,1,1400,
T15_Skill_Armor,15,23,0,28,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor4,Orange_Skill_Mat,10,Orange_Skill_Armor_Mat,15,Orange_Skill_Mat_A2,1,1500,
T16_Skill_Armor,16,24,0,29,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor1,,0,,0,,0,100000,
T17_Skill_Armor,17,25,0,30,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor2,,0,,0,,0,100000,
T18_Skill_Armor,18,26,0,32,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor3,,0,,0,,0,100000,
T19_Skill_Armor,19,27,0,33,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor4,,0,,0,,0,100000,
T20_Skill_Armor,20,28,0,34,0,0,0,0,0,0,0,0,0,Gear_Skill_Armor1,,0,,0,,0,100000,
T1_Skill_Focus,1,0,8,0,4,0,0,0,0,0,0,0,0,Gear_Skill_Focus1,,0,,0,,0,100000,
T2_Skill_Focus,2,0,10,0,20,0,0,0,0,0,0,0,0,Gear_Skill_Focus2,Green_Skill_Mat,1,Green_Focus_Mat,1,,0,1100,
T3_Skill_Focus,3,0,11,0,22,0,0,0,0,0,0,0,0,Gear_Skill_Focus3,Green_Skill_Mat,1,Green_Focus_Mat,1,Green_Skill_Mat_b2,1,1900,
T4_Skill_Focus,4,0,13,0,25,0,0,0,0,0,0,0,0,Gear_Skill_Focus1,Blue_Skill_Mat,1,Blue_Skill_Focus_Mat,1,,0,2200,
T5_Skill_Focus,5,0,14,0,27,0,0,0,0,0,0,0,0,Gear_Skill_Focus2,Blue_Skill_Mat,1,Blue_Skill_Focus_Mat,2,Blue_Skill_Mat_b3,1,2400,
T6_Skill_Focus,6,0,15,0,30,0,0,0,0,0,0,0,0,Gear_Skill_Focus3,Blue_Skill_Mat,1,Blue_Skill_Focus_Mat,3,Blue_Skill_Mat_A1,1,2800,
T7_Skill_Focus,7,0,17,0,32,0,0,0,0,0,0,0,0,Gear_Skill_Focus4,Blue_Skill_Mat,2,Blue_Skill_Focus_Mat,4,Blue_Skill_Mat_A2,1,3400,
T8_Skill_Focus,8,0,18,0,34,0,0,0,0,0,0,0,0,Gear_Skill_Focus1,Purple_Skill_Mat,1,Purple_Skill_Focus_Mat,1,Purple_Skill_Mat_b3,1,4600,
T9_Skill_Focus,9,0,20,0,36,0,0,0,0,0,0,0,0,Gear_Skill_Focus2,Purple_Skill_Mat,2,Purple_Skill_Focus_Mat,3,Purple_Skill_Mat_b1,1,5800,
T10_Skill_Focus,10,0,21,0,38,0,0,0,0,0,0,0,0,Gear_Skill_Focus3,Purple_Skill_Mat,2,Purple_Skill_Focus_Mat,5,Purple_Skill_Mat_A1,1,7300,
T11_Skill_Focus,11,0,23,0,42,0,0,0,0,0,0,0,0,Gear_Skill_Focus4,Purple_Skill_Mat,2,Purple_Skill_Focus_Mat,7,Purple_Skill_Mat_A2,1,9200,
T12_Skill_Focus,12,0,24,0,45,0,0,0,0,0,0,0,0,Gear_Skill_Focus1,Orange_Skill_Mat,2,Orange_Skill_Focus_Mat,2,Orange_Skill_Mat_b3,2,10000,
T13_Skill_Focus,13,0,7,0,26,0,0,0,0,0,0,0,0,Gear_Skill_Focus2,Orange_Skill_Mat,3,Orange_Skill_Focus_Mat,5,Orange_Skill_Mat_b1,1,1300,
T14_Skill_Focus,14,0,7,0,27,0,0,0,0,0,0,0,0,Gear_Skill_Focus3,Orange_Skill_Mat,5,Orange_Skill_Focus_Mat,10,Orange_Skill_Mat_A1,1,1400,
T15_Skill_Focus,15,0,7,0,28,0,0,0,0,0,0,0,0,Gear_Skill_Focus4,Orange_Skill_Mat,10,Orange_Skill_Focus_Mat,15,Orange_Skill_Mat_A2,1,1500,
T16_Skill_Focus,16,0,8,0,29,0,0,0,0,0,0,0,0,Gear_Skill_Focus1,,0,,0,,0,100000,
T17_Skill_Focus,17,0,8,0,30,0,0,0,0,0,0,0,0,Gear_Skill_Focus2,,0,,0,,0,100000,
T18_Skill_Focus,18,0,8,0,31,0,0,0,0,0,0,0,0,Gear_Skill_Focus3,,0,,0,,0,100000,
T19_Skill_Focus,19,0,9,0,32,0,0,0,0,0,0,0,0,Gear_Skill_Focus4,,0,,0,,0,100000,
T20_Skill_Focus,20,0,9,0,34,0,0,0,0,0,0,0,0,Gear_Skill_Focus1,,0,,0,,0,100000,
T1_Skill_Resist,1,10,0,0,0,4,0,0,0,0,0,0,0,Gear_Skill_Resist2,,0,,0,,0,100000,
T2_Skill_Resist,2,45,0,0,0,20,0,0,0,0,0,0,0,Gear_Skill_Resist3,Green_Skill_Mat,1,Green_Resist_Mat,1,,0,1100,
T3_Skill_Resist,3,60,0,0,0,22,0,0,0,0,0,0,0,Gear_Skill_Resist1,Green_Skill_Mat,1,Green_Resist_Mat,1,Green_Skill_Mat_b2,1,1900,
T4_Skill_Resist,4,110,0,0,0,25,0,0,0,0,0,0,0,Gear_Skill_Resist2,Blue_Skill_Mat,1,Blue_Skill_Resist_Mat,1,,0,2200,
T5_Skill_Resist,5,120,0,0,0,27,0,0,0,0,0,0,0,Gear_Skill_Resist3,Blue_Skill_Mat,1,Blue_Skill_Resist_Mat,2,Blue_Skill_Mat_b3,1,2400,
T6_Skill_Resist,6,150,0,0,0,30,0,0,0,0,0,0,0,Gear_Skill_Resist4,Blue_Skill_Mat,1,Blue_Skill_Resist_Mat,3,Blue_Skill_Mat_A1,1,2800,
T7_Skill_Resist,7,170,0,0,0,32,0,0,0,0,0,0,0,Gear_Skill_Resist1,Blue_Skill_Mat,2,Blue_Skill_Resist_Mat,4,Blue_Skill_Mat_A2,1,3400,
T8_Skill_Resist,8,185,0,0,0,34,0,0,0,0,0,0,0,Gear_Skill_Resist2,Purple_Skill_Mat,1,Purple_Skill_Resist_Mat,1,Purple_Skill_Mat_b3,1,4600,
T9_Skill_Resist,9,200,0,0,0,36,0,0,0,0,0,0,0,Gear_Skill_Resist3,Purple_Skill_Mat,2,Purple_Skill_Resist_Mat,3,Purple_Skill_Mat_b1,1,5800,
T10_Skill_Resist,10,220,0,0,0,38,0,0,0,0,0,0,0,Gear_Skill_Resist4,Purple_Skill_Mat,2,Purple_Skill_Resist_Mat,5,Purple_Skill_Mat_A1,1,7300,
T11_Skill_Resist,11,240,0,0,0,42,0,0,0,0,0,0,0,Gear_Skill_Resist1,Purple_Skill_Mat,2,Purple_Skill_Resist_Mat,7,Purple_Skill_Mat_A2,1,9200,
T12_Skill_Resist,12,260,0,0,0,45,0,0,0,0,0,0,0,Gear_Skill_Resist2,Orange_Skill_Mat,2,Orange_Skill_Resist_Mat,2,Orange_Skill_Mat_b3,2,10000,
T13_Skill_Resist,13,44,0,0,0,26,0,0,0,0,0,0,0,Gear_Skill_Resist3,Orange_Skill_Mat,3,Orange_Skill_Resist_Mat,5,Orange_Skill_Mat_b1,1,1300,
T14_Skill_Resist,14,46,0,0,0,27,0,0,0,0,0,0,0,Gear_Skill_Resist4,Orange_Skill_Mat,5,Orange_Skill_Resist_Mat,10,Orange_Skill_Mat_A1,1,1400,
T15_Skill_Resist,15,47,0,0,0,28,0,0,0,0,0,0,0,Gear_Skill_Resist1,Orange_Skill_Mat,10,Orange_Skill_Resist_Mat,15,Orange_Skill_Mat_A2,1,1500,
T16_Skill_Resist,16,48,0,0,0,29,0,0,0,0,0,0,0,Gear_Skill_Resist2,,0,,0,,0,100000,
T17_Skill_Resist,17,50,0,0,0,30,0,0,0,0,0,0,0,Gear_Skill_Resist3,,0,,0,,0,100000,
T18_Skill_Resist,18,52,0,0,0,31,0,0,0,0,0,0,0,Gear_Skill_Resist4,,0,,0,,0,100000,
T19_Skill_Resist,19,54,0,0,0,32,0,0,0,0,0,0,0,Gear_Skill_Resist1,,0,,0,,0,100000,
T20_Skill_Resist,20,56,0,0,0,34,0,0,0,0,0,0,0,Gear_Skill_Resist2,,0,,0,,0,100000,
Green_Bio_Mat,1,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat,,0,,0,,0,0,
Blue_Bio_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat,Blue_Bio_Mat_Bit,2,,0,,0,850,
Purple_Bio_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat,Purple_Bio_Mat_Bit,3,Purple_Bio_Mat_c2,2,,0,1100,
Orange_Bio_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat,Orange_Bio_Mat_Bit,10,Orange_Bio_Mat_c2,5,Orange_Bio_Mat_c3,3,4000,
Red_Bio_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat,,0,,0,,0,100000,
White_Bio_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat,,0,,0,,0,100000,
Green_Tech_Mat,1,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat,,0,,0,,0,0,
Blue_Tech_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat,Blue_Tech_Mat_Bit,2,,0,,0,850,
Purple_Tech_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat,Purple_Tech_Mat_Bit,3,Purple_Tech_Mat_c2,2,,0,1100,
Orange_Tech_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat,Orange_Tech_Mat_Bit,10,Orange_Tech_Mat_c2,5,Orange_Tech_Mat_c3,3,4000,
Red_Tech_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat,,0,,0,,0,100000,
White_Tech_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat,,0,,0,,0,100000,
Green_Mutant_Mat,1,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat,,0,,0,,0,0,
Blue_Mutant_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat,Blue_Mutant_Mat_Bit,2,,0,,0,850,
Purple_Mutant_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat,Purple_Mutant_Mat_Bit,3,Purple_Mutant_Mat_c2,2,,0,1100,
Orange_Mutant_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat,Orange_Mutant_Mat_Bit,10,Orange_Mutant_Mat_c2,5,Orange_Mutant_Mat_c3,3,4000,
Red_Mutant_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat,,0,,0,,0,100000,
White_Mutant_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat,,0,,0,,0,100000,
Green_Mystic_Mat,1,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat,,0,,0,,0,0,
Blue_Mystic_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat,Blue_Mystic_Mat_Bit,2,,0,,0,850,
Purple_Mystic_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat,Purple_Mystic_Mat_Bit,3,Purple_Mystic_Mat_c2,2,,0,1100,
Orange_Mystic_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat,Orange_Mystic_Mat_Bit,10,Orange_Mystic_Mat_c2,5,Orange_Mystic_Mat_c3,3,4000,
Red_Mystic_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat,,0,,0,,0,100000,
White_Mystic_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat,,0,,0,,0,100000,
Green_Skill_Mat,1,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat,,0,,0,,0,0,
Blue_Skill_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat,Blue_Skill_Mat_Bit,2,,0,,0,850,
Purple_Skill_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat,Purple_Skill_Mat_Bit,3,Purple_Skill_Mat_c2,2,,0,1100,
Orange_Skill_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat,Orange_Skill_Mat_Bit,10,Orange_Skill_Mat_c2,5,Orange_Skill_Mat_c3,3,4000,
Red_Skill_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat,,0,,0,,0,100000,
White_Skill_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat,,0,,0,,0,100000,
Blue_Bio_Mat_Bit,4,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat_Bit,,0,,0,,0,0,
Purple_Bio_Mat_Bit,8,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat_Bit,,0,,0,,0,0,
Orange_Bio_Mat_Bit,12,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat_Bit,,0,,0,,0,0,
Red_Bio_Mat_Bit,16,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat_Bit,,0,,0,,0,0,
White_Bio_Mat_Bit,20,0,0,0,0,0,0,0,0,0,0,0,0,Bio_Mat_Bit,,0,,0,,0,0,
Blue_Tech_Mat_Bit,4,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat_Bit,,0,,0,,0,0,
Purple_Tech_Mat_Bit,8,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat_Bit,,0,,0,,0,0,
Orange_Tech_Mat_Bit,12,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat_Bit,,0,,0,,0,0,
Red_Tech_Mat_Bit,16,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat_Bit,,0,,0,,0,0,
White_Tech_Mat_Bit,20,0,0,0,0,0,0,0,0,0,0,0,0,Tech_Mat_Bit,,0,,0,,0,0,
Blue_Mutant_Mat_Bit,4,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat_Bit,,0,,0,,0,0,
Purple_Mutant_Mat_Bit,8,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat_Bit,,0,,0,,0,0,
Orange_Mutant_Mat_Bit,12,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat_Bit,,0,,0,,0,0,
Red_Mutant_Mat_Bit,16,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat_Bit,,0,,0,,0,0,
White_Mutant_Mat_Bit,20,0,0,0,0,0,0,0,0,0,0,0,0,Mutant_Mat_Bit,,0,,0,,0,0,
Blue_Mystic_Mat_Bit,4,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat_Bit,,0,,0,,0,0,
Purple_Mystic_Mat_Bit,8,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat_Bit,,0,,0,,0,0,
Orange_Mystic_Mat_Bit,12,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat_Bit,,0,,0,,0,0,
Red_Mystic_Mat_Bit,16,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat_Bit,,0,,0,,0,0,
White_Mystic_Mat_Bit,20,0,0,0,0,0,0,0,0,0,0,0,0,Mystic_Mat_Bit,,0,,0,,0,0,
Blue_Skill_Mat_Bit,4,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat_Bit,,0,,0,,0,0,
Purple_Skill_Mat_Bit,8,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat_Bit,,0,,0,,0,0,
Orange_Skill_Mat_Bit,12,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat_Bit,,0,,0,,0,0,
Red_Skill_Mat_Bit,16,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat_Bit,,0,,0,,0,0,
White_Skill_Mat_Bit,20,0,0,0,0,0,0,0,0,0,0,0,0,Skill_Mat_Bit,,0,,0,,0,0,
Green_Health_Mat,1,140,0,0,0,1,0,0,0,0,0,0,0,Health_Cat_Green,,0,,0,,0,0,
Blue_Health_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Blue_Health_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Health_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Purple_Health_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Health_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Orange_Health_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Red_Health_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,,0,,0,,0,100000,
White_Health_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,,0,,0,,0,100000,
Green_Damage_Mat,1,0,67,0,1,0,0,0,0,0,0,0,0,Damage_Cat_Green,,0,,0,,0,0,
Blue_Damage_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Blue_Damage_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Damage_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Purple_Damage_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Damage_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Orange_Damage_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Red_Damage_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,,0,,0,,0,100000,
White_Damage_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,,0,,0,,0,100000,
Green_Armor_Mat,1,8,0,15,0,0,0,0,0,0,0,0,0,Armor_Cat_Green,,0,,0,,0,0,
Blue_Armor_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Blue_Armor_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Armor_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Purple_Armor_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Armor_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Orange_Armor_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Red_Armor_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,,0,,0,,0,100000,
White_Armor_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,,0,,0,,0,100000,
Green_Focus_Mat,1,0,8,0,4,0,0,0,0,0,0,0,0,Focus_Cat_Green,,0,,0,,0,0,
Blue_Focus_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Blue_Focus_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Focus_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Purple_Focus_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Focus_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Orange_Focus_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Red_Focus_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,,0,,0,,0,100000,
White_Focus_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,,0,,0,,0,100000,
Green_Resist_Mat,1,10,0,0,0,4,0,0,0,0,0,0,0,Resist_Cat_Green,,0,,0,,0,0,
Blue_Resist_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,Blue_Resist_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Resist_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,Purple_Resist_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Resist_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,Orange_Resist_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Red_Resist_Mat,16,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,,0,,0,,0,100000,
White_Resist_Mat,20,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,,0,,0,,0,100000,
Blue_Bio_Health_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Blue_Health_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Bio_Health_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Purple_Health_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Bio_Health_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Orange_Health_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Blue_Bio_Damage_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Blue_Damage_Mat_Bit,2,,0,,0,1800,
Purple_Bio_Damage_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Purple_Damage_Mat_Bit,4,,0,,0,2000,
Orange_Bio_Damage_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Orange_Damage_Mat_Bit,30,,0,,0,6000,
Blue_Bio_Armor_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Blue_Armor_Mat_Bit,2,,0,,0,1800,
Purple_Bio_Armor_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Purple_Armor_Mat_Bit,4,,0,,0,2000,
Orange_Bio_Armor_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Orange_Armor_Mat_Bit,30,,0,,0,6000,
Blue_Bio_Focus_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Blue_Focus_Mat_Bit,2,,0,,0,1800,
Purple_Bio_Focus_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Purple_Focus_Mat_Bit,4,,0,,0,2000,
Orange_Bio_Focus_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Orange_Focus_Mat_Bit,30,,0,,0,6000,
Blue_Bio_Resist_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,Blue_Resist_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Bio_Resist_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,Purple_Resist_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Bio_Resist_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Resist_Cat,Orange_Resist_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Blue_Tech_Health_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Blue_Health_Mat_Bit,2,,0,,0,1800,
Purple_Tech_Health_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Purple_Health_Mat_Bit,4,,0,,0,2000,
Orange_Tech_Health_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Health_Cat,Orange_Health_Mat_Bit,30,,0,,0,6000,
Blue_Tech_Damage_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Blue_Damage_Mat_Bit,2,Blue_Basic_Cat,2,,0,1800,
Purple_Tech_Damage_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Purple_Damage_Mat_Bit,4,Purple_Basic_Cat,2,,0,2000,
Orange_Tech_Damage_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Damage_Cat,Orange_Damage_Mat_Bit,30,Orange_Basic_Cat,3,,0,6000,
Blue_Tech_Armor_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Blue_Armor_Mat_Bit,2,,0,,0,1800,
Purple_Tech_Armor_Mat,8,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Purple_Armor_Mat_Bit,4,,0,,0,2000,
Orange_Tech_Armor_Mat,12,0,0,0,0,0,0,0,0,0,0,0,0,Armor_Cat,Orange_Armor_Mat_Bit,30,,0,,0,6000,
Blue_Tech_Focus_Mat,4,0,0,0,0,0,0,0,0,0,0,0,0,Focus_Cat,Blue_Focus_Mat_Bit,2,,0,,0,1800,
